aror,asd,variable,color
-8.923654,-4.029113,Electronic Colloquium on Computational Complexity,#2ca02c
-7.4418144,8.150222,Information Services and Use archive,#1f77b4
0.2171074,-6.2671547,ChemPhysChem,#2ca02c
-8.295912,4.328712,"Journal on Systemics, Cybernetics and Informatics",#1f77b4
-8.077309,7.1461043,Journal of Information Science Theory and Practice,#1f77b4
6.152443,3.1777053,The ACHPER Healthy Lifestyles Journal,#d62728
4.525926,7.4363723,Health Sociology Review,#d62728
5.710642,-3.3910813,Aids Research and Therapy,#ff7f0e
10.524433,0.0875098,"Genes, Brain and Behavior",#d62728
-12.419894,1.4384457,ieee pes innovative smart grid technologies europe,#1f77b4
9.1787815,0.7227498,Clinical Psychologist,#d62728
9.191875,1.1575514,Behaviour Change,#d62728
10.649883,0.30450138,Neuropsychology Review,#d62728
5.266803,-8.287611,Journal of Gastroenterology and Hepatology,#ff7f0e
5.895767,-3.259485,Communicable disease and public health,#ff7f0e
5.612347,-6.1458373,Clinical Immunology,#2ca02c
4.007492,-4.133026,Immunology and Cell Biology,#2ca02c
5.035722,-8.736784,Current Hepatitis Reports,#ff7f0e
3.7574282,-4.1843886,Microbiology Australia,#2ca02c
3.633747,-4.1099625,Virology Journal,#2ca02c
6.789924,-8.475547,Irish Journal of Medical Science,#ff7f0e
5.5503473,-4.022149,Journal of virus eradication,#ff7f0e
7.796685,0.50777644,Journal of Family Studies,#d62728
-10.584695,5.485111,international symposium on multiple valued logic,#1f77b4
0.11232785,-5.159879,international conference on microelectronics,#1f77b4
-11.950408,5.03227,Formal Aspects of Computing,#1f77b4
-9.80131,1.8448126,Iete Technical Review,#1f77b4
-10.267027,0.21000944,international conference on medical biometrics,#1f77b4
-9.609894,1.5631597,artificial intelligence and computational intelligence,#1f77b4
-7.5926256,1.458329,"ieee international conference on healthcare informatics, imaging and systems biology",#1f77b4
-8.855494,0.8748563,international conference on mechatronics and automation,#1f77b4
11.504651,0.45127144,Frontiers in Neuroinformatics,#1f77b4
-10.056781,3.350333,ieee conference on computational intelligence for financial engineering economics,#d62728
-8.943146,2.4279833,nature and biologically inspired computing,#1f77b4
-9.253439,0.94007844,Autonomous Robots,#1f77b4
-7.03037,4.839168,Ecological Psychology,#d62728
-6.8278646,4.913429,Theoretical Issues in Ergonomics Science,#1f77b4
10.232693,-1.704613,Disability and Rehabilitation: Assistive Technology,#ff7f0e
-7.353301,4.9404054,eye tracking research & application,#1f77b4
-10.742709,0.5939168,international computer music conference,#1f77b4
-10.972895,0.3781544,computer music modeling and retrieval,#1f77b4
-12.854491,3.2870228,security of ad hoc and sensor networks,#1f77b4
-9.622687,2.1152956,International Journal of Innovative Computing Information and Control,#1f77b4
-9.844106,-1.2988449,visualization for computer security,#1f77b4
-10.085154,6.5595875,international conference on human language technology research,#1f77b4
9.3272,-0.98936236,British Journal of Learning Disabilities,#d62728
7.952464,-5.9127593,Images in paediatric cardiology,#ff7f0e
7.3485117,-8.444415,Annales De Chirurgie Vasculaire,#ff7f0e
7.649897,-5.7099876,Journal of Visual Communication in Medicine,#ff7f0e
4.633308,-6.711767,International Journal of Laboratory Hematology,#ff7f0e
7.89465,-6.3467574,World Futures Review,#d62728
6.555724,-7.5702243,Journal of The Chinese Medical Association,#ff7f0e
8.443132,-6.2720923,Journal of Pediatric Intensive Care,#ff7f0e
2.119484,-6.045086,Drug Design Development and Therapy,#ff7f0e
6.147467,-9.154669,British Journal of Medical and Surgical Urology,#ff7f0e
10.138978,2.9070196,Journal of Comparative Psychology,#d62728
9.649369,1.9567903,European journal of behavior analysis,#d62728
9.677582,1.6326805,British Journal of Special Education,#d62728
9.409924,1.8248118,Journal of Behavioral Education,#d62728
9.752025,1.6983155,Journal of Developmental and Physical Disabilities,#d62728
9.714624,1.5669101,Developmental Neurorehabilitation,#d62728
10.264089,0.18861379,Journal of Psychopharmacology,#d62728
9.284011,0.7433964,Behavioural and Cognitive Psychotherapy,#d62728
5.1736236,-3.1057017,Tropical Doctor,#ff7f0e
-3.5839603,-4.8374534,arXiv: Other Condensed Matter,#2ca02c
-6.638873,-2.4237003,International Journal of Circuit Theory and Applications,#2ca02c
-9.516915,1.9221059,brain inspired cognitive systems,#1f77b4
-7.183166,-5.3835063,Compositio Mathematica,#2ca02c
-7.2631,-5.4089313,Duke Mathematical Journal,#2ca02c
-7.3014817,-5.5694766,Canadian Journal of Mathematics,#2ca02c
-7.458922,-5.590749,The Mathematical Intelligencer,#2ca02c
-7.377613,-5.3190546,American Mathematical Monthly,#2ca02c
-7.7313733,-6.0230823,international cryptology conference,#1f77b4
-9.047497,-3.9302046,structure in complexity theory annual conference,#2ca02c
-7.487567,-5.7399645,"Applicable Algebra in Engineering, Communication and Computing",#2ca02c
-7.7590775,-6.1066613,public key cryptography,#1f77b4
-7.740758,-6.0680304,international conference on cryptology in india,#1f77b4
-7.732292,-6.060741,Journal of Mathematical Cryptology,#2ca02c
-7.7001033,-6.027331,Advances in Mathematics of Communications,#2ca02c
8.081479,-4.0183067,Journal of adolescent and young adult oncology,#ff7f0e
8.572792,2.8561993,Anales De Psicologia,#d62728
8.898572,2.5041347,International journal of psychology and psychological therapy,#d62728
10.642461,0.04970977,Child Neuropsychology,#d62728
7.17762,-4.330688,GMS health technology assessment,#ff7f0e
-12.538795,3.3831687,Digital Investigation,#1f77b4
-10.743533,1.72735,International Journal of Digital Crime and Forensics,#1f77b4
-11.809119,0.16488722,european conference on antennas and propagation,#1f77b4
-3.2592661,1.0648106,ieee international conference on models and technologies for intelligent transportation systems,#1f77b4
-3.1378365,1.1991987,Journal of Transportation Safety & Security,#1f77b4
-3.8008945,6.006082,International Journal of Productivity and Performance Management,#d62728
8.369521,3.41768,Journal of Experimental Education,#d62728
6.055418,5.2760177,Open Learning: The Journal of Open and Distance Learning,#1f77b4
6.333156,4.8386726,Research and Practice in Technology Enhanced Learning,#1f77b4
6.03691,4.9580636,"Qwerty - Open and Interdisciplinary Journal of Technology, Culture and Education",#d62728
-6.1095867,5.5358353,International Journal of Human Resources Development and Management,#d62728
5.803175,5.402357,Human Resource Development International,#d62728
6.3689547,5.2271953,Acta Clinica Belgica,#ff7f0e
6.5461926,-4.174025,Medicine Health Care and Philosophy,#d62728
0.20072904,-2.2730954,Photosynthesis Research,#2ca02c
2.6553156,-4.9938145,Cellular Microbiology,#2ca02c
2.6032577,-5.112771,Biochimie,#2ca02c
3.5368583,-6.264449,Micron,#1f77b4
1.5131613,-5.119331,Nano Reviews,#1f77b4
1.678349,-5.812538,Journal of Applied Crystallography,#2ca02c
-7.3506055,1.1064343,Journal of Medical Informatics,#1f77b4
-7.2342367,1.1138761,conference of american medical informatics association,#1f77b4
6.8844843,-5.761484,Revue de Médecine Interne,#ff7f0e
-7.486162,1.1510849,Irbm,#ff7f0e
-8.334669,2.5986924,International Journal of Applied Evolutionary Computation,#1f77b4
5.96231,-6.8006554,Diagnostic Pathology,#ff7f0e
10.089643,-0.19867098,Psychiatric Genetics,#d62728
8.5143175,3.254751,Work & Stress,#d62728
10.379323,-0.2647391,Acta Neuropsychiatrica,#d62728
10.107021,2.7021735,Journal of Cognition and Development,#d62728
9.420875,0.32119787,British Journal of Psychiatry Open,#d62728
9.43671,0.5312916,Mental Health & Prevention,#d62728
-7.8723116,2.5449271,Communications and Network,#1f77b4
5.6692505,-6.326671,Autoimmunity,#2ca02c
12.172909,-1.7263414,Journal of Neurosurgical Anesthesiology,#ff7f0e
5.2940826,-4.816764,Medicina nei secoli,#ff7f0e
5.302619,-4.9266043,Cosmos and history: the journal of natural and social philosophy,#9467bd
11.781508,-0.9566877,Multiple sclerosis and related disorders,#ff7f0e
7.322367,-4.236426,Archives of Iranian Medicine,#ff7f0e
2.6076117,-4.6869497,Archives of Virology,#2ca02c
9.086285,-1.7402917,Physical Therapy in Sport,#ff7f0e
6.7407746,-4.119334,"Diabetes, Metabolic Syndrome and Obesity: Targets and Therapy",#ff7f0e
12.343349,-11.805158,Dermatologic Therapy,#ff7f0e
4.0219393,8.1549015,Religion,#d62728
4.7928066,-6.7261715,OncoImmunology,#ff7f0e
8.57426,-5.9247775,Journal of Intensive Care Medicine,#ff7f0e
6.731051,-5.6038656,Cardiovascular Diabetology,#ff7f0e
0.42899328,-5.6356897,Bioactive Materials,#1f77b4
-8.301556,-0.0033162036,Frontiers in Neural Circuits,#2ca02c
-8.139892,1.5259615,Microscopy Research and Technique,#2ca02c
-4.5178027,-4.058423,Journal of Biological Dynamics,#2ca02c
10.324096,0.16265103,Neuropsychiatrie,#d62728
-10.170102,4.950944,non-monotonic reasoning,#1f77b4
-10.653558,5.2514796,international conference on artificial intelligence planning systems,#1f77b4
-11.160703,5.410157,conference on automated deduction,#1f77b4
7.299567,-1.6542628,Respiratory Physiology & Neurobiology,#ff7f0e
-12.914764,1.8224846,Computer Networks and Isdn Systems,#1f77b4
4.253941,9.040995,Sociological Methodology,#2ca02c
-3.2954414,3.352047,Statistica Sinica,#2ca02c
6.195951,5.286426,"Assessment in Education: Principles, Policy & Practice",#d62728
6.196961,4.961867,Curriculum perspectives,#d62728
6.08477,5.6433864,Curriculum Journal,#d62728
6.372079,5.3630824,Teaching Education,#d62728
6.2941895,5.578931,The Australian Journal of Language and Literacy,#d62728
6.279727,5.3792195,Educational Review,#d62728
6.1203547,5.7285733,Oxford Review of Education,#d62728
6.11521,5.5253057,Journal of Educational Administration,#d62728
7.86992,-3.2968366,LDI issue brief,#ff7f0e
-12.213758,0.8039084,IEICE technical report. Information networks,#1f77b4
-12.496829,0.9370977,asia-pacific symposium on information and telecommunication technologies,#1f77b4
-12.627026,2.379201,simplifying complex networks for practitioners,#1f77b4
-10.565882,1.4134154,The IEICE transactions on information and systems,#1f77b4
-11.540151,2.5445879,compsac workshops,#1f77b4
-12.052698,2.813948,sensor networks ubiquitous and trustworthy computing,#1f77b4
-10.401288,2.1383634,Chinese Journal of Computers,#1f77b4
-11.730726,2.582352,virtual execution environments,#1f77b4
-13.390482,3.6480138,usenix large installation systems administration conference,#1f77b4
-7.855006,5.7924128,International Journal of Law and Information Technology,#1f77b4
-7.7820425,5.6912794,"International Review of Law, Computers & Technology",#1f77b4
-7.475246,5.8177624,Scriptorium,#9467bd
-7.953708,5.753958,Information & Communications Technology Law,#1f77b4
-10.09263,6.3181314,Computers and The Humanities,#1f77b4
-11.09138,5.119916,IEEE Intelligent Systems & Their Applications,#1f77b4
-5.1714025,5.3927436,International Journal of Applied Logistics,#d62728
3.9132628,7.490754,Feminist Theory,#d62728
6.433981,-6.595292,Revista Colombiana de Reumatología,#ff7f0e
6.2955637,-6.307054,Reumatología Clínica,#ff7f0e
5.614781,-5.741824,Colombia Medica,#ff7f0e
6.5971255,-6.6342683,Revista Brasileira De Reumatologia,#ff7f0e
6.48031,-5.9348063,Musculoskeletal Care,#ff7f0e
4.9168773,-5.4899974,Diabetes and Metabolic Syndrome: Clinical Research and Reviews,#ff7f0e
5.893021,-6.3773174,Lupus,#ff7f0e
7.5396304,-2.9757328,Medicina Y Seguridad Del Trabajo,#ff7f0e
3.4341593,9.708834,"Politics, Groups, and Identities",#d62728
6.987038,-7.737661,Pediatric Surgery International,#ff7f0e
-9.892126,-1.2192786,interactive 3d graphics and games,#1f77b4
-10.021705,0.15648307,Journal of Machine Vision and Applications,#2ca02c
-8.770243,1.4780855,Engineering Computations,#2ca02c
-10.317441,0.09429986,international conference on automatic face and gesture recognition,#1f77b4
-10.547329,-0.28926736,southwest symposium on image analysis and interpretation,#1f77b4
-9.354394,1.0478015,international conference on development and learning,#1f77b4
1.7183692,-0.86454433,Behavioral Ecology and Sociobiology,#2ca02c
-1.4400228,-5.9330616,Philosophical Magazine,#1f77b4
-10.6669855,4.3176312,Springer Netherlands,#1f77b4
9.640228,0.8759618,Current Psychiatry Reviews,#d62728
9.838918,-2.9672773,Nursing Informatics,#ff7f0e
8.94431,-3.8841913,Critical Care and Resuscitation,#1f77b4
9.4962015,-3.7205746,Australian Critical Care,#ff7f0e
4.678306,-6.4769034,Molecular Cancer,#2ca02c
1.5971433,-5.947613,Cell Death and Disease,#2ca02c
6.640259,5.481211,Forum Qualitative Social Research,#d62728
12.298995,-11.755275,JAAD case reports,#ff7f0e
-11.031986,1.912275,Analog Integrated Circuits and Signal Processing,#1f77b4
-10.970033,2.2588344,"international symposium on signals, circuits and systems",#1f77b4
-11.578604,2.2838356,international conference on synthesis modeling analysis and simulation methods and applications to circuit design,#1f77b4
-11.693255,1.0625838,Aeu-international Journal of Electronics and Communications,#2ca02c
1.9887499,-1.7978281,The Quarterly Review of Biology,#2ca02c
3.3662093,7.5383086,Media History,#d62728
1.3085613,-3.2973123,Journal of Animal Physiology and Animal Nutrition,#2ca02c
1.9797903,-4.905904,Animal Feed Science and Technology,#2ca02c
2.015824,-3.765426,Poultry Science,#2ca02c
-5.8559794,3.9634216,Journal of Heuristics,#2ca02c
-9.816203,2.5749166,Genetic Programming and Evolvable Machines,#1f77b4
-3.4134066,6.192582,Accounting and Finance,#d62728
7.603116,-2.0395164,Campbell Systematic Reviews,#d62728
6.103165,-6.1770115,Medicine Science and The Law,#ff7f0e
9.720002,-12.560084,European Journal of Cancer. Part B: Oral Oncology,#ff7f0e
8.71612,-3.4266288,The Pharmaceutical Journal,#ff7f0e
9.738568,-12.6698,Pediatric Dentistry,#ff7f0e
12.398955,-11.891789,Seminars in Cutaneous Medicine and Surgery,#ff7f0e
9.69784,-12.601613,Periodontology 2000,#ff7f0e
12.342392,-11.820902,American Journal of Clinical Dermatology,#ff7f0e
3.0845416,-4.898416,Medical Mycology,#2ca02c
9.665795,-12.058635,Minerva stomatologica,#ff7f0e
4.1500583,-6.094023,Tissue Antigens,#2ca02c
12.314082,-11.752523,Acta Dermato-venereologica,#ff7f0e
9.457819,-3.4253411,International Nursing Review,#ff7f0e
9.389592,0.58091307,International Journal of Mental Health,#ff7f0e
9.820168,-9.224885,Acta Orthopaedica Scandinavica,#ff7f0e
4.545209,-5.6962905,European Journal of Histochemistry,#2ca02c
12.347117,-11.819154,Dermatology,#ff7f0e
3.2456923,-5.9600606,International Journal of Molecular Medicine,#2ca02c
5.1505675,-3.7705734,Der Internist,#ff7f0e
0.6793326,7.5523863,international professional communication conference,#1f77b4
-5.8368063,5.9748764,Scandinavian Journal of Information Systems,#1f77b4
-10.783567,0.40215352,Journal of The Audio Engineering Society,#1f77b4
4.666154,7.0365925,Journal of Immigrant & Refugee Studies,#d62728
7.200718,-2.34759,Longitudinal and life course studies,#d62728
6.670169,-2.8179173,Injury Epidemiology,#ff7f0e
-9.790035,5.102112,"symposium on languages, applications and technologies",#1f77b4
-5.6615095,5.3738184,International Journal of Services and Standards,#1f77b4
9.383163,0.742069,Psychology and Psychotherapy-theory Research and Practice,#d62728
5.2742014,-7.13667,Current Treatment Options in Oncology,#ff7f0e
3.648138,-8.196397,Hematology,#ff7f0e
6.3688946,-6.5547857,Clinical Case Reports,#ff7f0e
3.944893,-7.9474287,Hematological Oncology,#ff7f0e
-1.0578147,0.9532828,Journal of Geography in Higher Education,#d62728
1.0966144,-1.054361,Bulletin of The Ecological Society of America,#2ca02c
-5.44254,5.3811207,International Journal of Management and Enterprise Development,#d62728
-8.019831,2.6407654,international conference on computing communication and automation,#1f77b4
1.6023891,7.701407,The Journal of International Communication,#d62728
0.75904655,7.5592465,Journal of Business and Technical Communication,#1f77b4
10.98723,1.7857713,Cognitive Brain Research,#d62728
-9.222497,2.446509,international conference on biological and medical data analysis,#1f77b4
-6.738946,5.108323,International Journal of Electronic Commerce Studies,#1f77b4
-8.4045925,1.7564503,Healthcare technology letters,#1f77b4
12.353802,-11.846322,Cutis,#ff7f0e
-9.399834,1.8574646,"World Academy of Science, Engineering and Technology, International Journal of Electrical, Computer, Energetic, Electronic and Communication Engineering",#1f77b4
-8.884292,1.5085014,"Biomedical Engineering: Applications, Basis and Communications",#1f77b4
-11.089246,0.7126385,Canadian Journal of Electrical and Computer Engineering-revue Canadienne De Genie Electrique Et Informatique,#1f77b4
-13.549853,3.168982,high-performance computer architecture,#1f77b4
-12.997404,2.1747644,euromicro conference on real time systems,#1f77b4
-8.241352,-0.57193464,IEEE Control Systems Magazine,#1f77b4
6.783653,4.4100795,Psicologia Escolar e Educacional,#d62728
3.829996,7.540368,Screen,#9467bd
6.700511,-6.752129,The National Medical Journal of India,#ff7f0e
7.679184,-6.6794467,Journal of The American Society of Hypertension,#ff7f0e
12.294845,-0.95306474,Annals of clinical and translational neurology,#ff7f0e
10.752776,-0.864622,Alzheimer's & Dementia: Translational Research & Clinical Interventions,#ff7f0e
12.023674,-1.33103,The Neurologist,#ff7f0e
11.992663,-1.36489,Neurology India,#ff7f0e
2.1566486,7.782724,American Journalism,#9467bd
4.7165956,-7.0284357,Japanese Journal of Clinical Oncology,#ff7f0e
6.7121096,-4.2408113,Transfusion Medicine Reviews,#ff7f0e
4.5527496,-6.6698437,Cancer Science,#2ca02c
10.99533,-1.4740597,Multiple Sclerosis Journal,#ff7f0e
-9.059062,-3.8402736,scandinavian workshop on algorithm theory,#1f77b4
-7.753577,-6.1031265,international conference on the theory and application of cryptology and information security,#1f77b4
0.40986595,-6.3801484,Journal of Materials Chemistry B,#1f77b4
-8.784623,-4.1911626,"international workshop and international workshop on approximation, randomization, and combinatorial optimization. algorithms and techniques",#2ca02c
-3.1238167,7.3075824,College Teaching,#d62728
-10.456618,4.2585053,Bt Technology Journal,#1f77b4
-11.13491,1.9000638,international conference on wireless information networks and systems,#1f77b4
-13.366682,1.9174154,social network systems,#1f77b4
-12.832547,3.8944504,policies for distributed systems and networks,#1f77b4
-12.24369,1.9510938,network and system support for games,#1f77b4
-13.105645,2.0098486,energy efficient computing and networking,#1f77b4
-13.116229,2.0133128,international workshop on hot topics in planet-scale measurement,#1f77b4
-12.245274,2.3754897,mobile cloud computing & services,#1f77b4
3.9595876,-6.365518,Tuberculosis and Respiratory Diseases,#ff7f0e
5.3988214,2.2680898,Journal of the Legal Aspects of Sport,#d62728
5.626718,2.4985178,International Review for the Sociology of Sport,#d62728
0.53116965,-5.782068,Sensor Letters,#1f77b4
6.8348064,-7.826449,Transplant International,#ff7f0e
6.619655,-8.38606,Zentralblatt Fur Chirurgie,#ff7f0e
6.717789,-8.297895,Chirurg,#ff7f0e
6.433219,-8.235009,Digestive Surgery,#ff7f0e
5.268346,-8.5732155,Pancreatology,#ff7f0e
6.537903,-8.402825,BMC Surgery,#ff7f0e
6.514542,-8.081628,Annals of Transplantation,#ff7f0e
6.5218625,-8.127623,Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation,#ff7f0e
-8.480944,0.7728951,computer assisted radiology and surgery,#ff7f0e
6.23732,-8.146118,Asian Journal of Surgery,#ff7f0e
6.4759326,-8.014521,International Journal of Surgery Protocols,#ff7f0e
6.351858,-7.689384,Photodiagnosis and Photodynamic Therapy,#ff7f0e
7.209817,-7.1880584,Transplantation Reviews,#ff7f0e
6.3895516,-7.9122143,Transplant Immunology,#2ca02c
1.7079531,-5.7825117,Journal of Materials Science: Materials in Medicine,#1f77b4
2.0607522,-5.847411,Journal of Evidence-based Medicine,#ff7f0e
1.0152298,-5.914147,Theranostics,#2ca02c
-3.2811453,3.3174565,Econometric Theory,#2ca02c
6.5632625,4.8524075,Environmental Education Research,#d62728
9.172997,-3.2422993,Gastroenterology Nursing,#ff7f0e
5.4267573,8.970274,International Journal of Cyber Criminology,#d62728
5.3897815,8.826732,Punishment & Society,#d62728
5.2825513,8.711104,The Police Journal,#d62728
1.3089293,-4.261928,Rapid Communications in Mass Spectrometry,#2ca02c
-1.609872,-2.3404675,Tellus A,#2ca02c
-10.193644,0.97320145,"international conference on electrical engineering/electronics, computer, telecommunications and information technology",#1f77b4
-3.5861557,6.6409893,Cadernos Ebape.br,#d62728
-4.0327544,6.8598104,Revista de Administração,#d62728
6.908085,-5.3962135,Pharmaceutisch weekblad,#ff7f0e
-0.21608976,-1.052859,Gcb Bioenergy,#2ca02c
3.4900546,-5.324407,Pflügers Archiv: European Journal of Physiology,#2ca02c
3.1329412,-4.975103,Microbiology,#2ca02c
5.9114785,-4.3430657,Acta Physiologica,#2ca02c
11.64761,-0.2668521,Neuroscience Research,#2ca02c
1.976859,-2.2402534,General and Comparative Endocrinology,#2ca02c
6.836038,-5.6178703,Molecular and Cellular Pediatrics,#ff7f0e
-3.4425733,7.1608143,Revista De Ciencias Sociales,#d62728
6.546025,-2.1141324,Nutrition & Food Science,#ff7f0e
9.164594,-10.870715,Aesthetic Plastic Surgery,#ff7f0e
12.349754,-11.847617,Journal of Drugs in Dermatology,#ff7f0e
-10.275902,1.5351411,Journal of Korea Multimedia Society,#1f77b4
-8.186546,2.7379217,International Journal of Control and Automation,#1f77b4
-9.345876,1.1836777,International Journal of Advanced Robotic Systems,#1f77b4
4.720736,7.4721274,Journal of Gender Studies,#d62728
10.961477,-0.202713,Metabolic Brain Disease,#2ca02c
7.043727,-0.7799691,"Applied Physiology, Nutrition, and Metabolism",#ff7f0e
7.121763,-0.70848686,Journal of Strength and Conditioning Research,#d62728
9.093367,-4.916456,Education and Health,#ff7f0e
10.100318,-9.435865,Knee,#ff7f0e
7.1627274,1.0121651,Journal of Clinical Sport Psychology,#d62728
-9.097514,6.3836145,TCDL Bulletin,#1f77b4
-9.636558,1.7057046,International Journal of Digital Content Technology and Its Applications,#1f77b4
4.436569,7.173757,Journal of Eastern African Studies,#d62728
-9.265341,2.0425081,international conference on electronics and information engineering,#1f77b4
-9.888118,1.9389411,International Journal of Advancements in Computing Technology,#1f77b4
-9.176296,2.8687367,international workshop on ambient assisted living,#1f77b4
-9.3628235,1.6031301,international conference on industrial electronics control and instrumentation,#1f77b4
-10.819754,0.721061,The Journal of The Institute of Image Information and Television Engineers,#1f77b4
-11.634656,4.3251624,international workshop on advanced issues of e commerce and web based information systems wecwis,#1f77b4
-9.28556,1.5932561,ieee-ras international conference on humanoid robots,#1f77b4
-9.321726,1.322998,International Journal of Humanoid Robotics,#1f77b4
-10.335763,1.0538945,Journal of the Robotics Society of Japan,#1f77b4
-9.83434,0.3549416,symposium on 3d user interfaces,#1f77b4
-9.800202,-0.5884819,smart graphics,#1f77b4
-9.004745,3.0006063,international conference on bio inspired systems and signal processing,#1f77b4
-10.439173,0.45294252,Optical Engineering,#2ca02c
4.5793657,7.4721737,Sites: a journal of social anthropology and cultural studies,#d62728
-3.0907817,1.3659735,Analytic Methods in Accident Research,#1f77b4
-7.8953514,2.640059,Journal of Information Security,#1f77b4
11.457619,-6.509962,American Journal of Rhinology,#ff7f0e
11.540229,-6.5308056,Current Opinion in Otolaryngology & Head and Neck Surgery,#ff7f0e
11.444248,-6.5186152,Operative Techniques in Otolaryngology-head and Neck Surgery,#ff7f0e
3.7329295,-4.9136357,Journal of Immunological Methods,#2ca02c
-6.1100655,-3.5931883,arXiv: Mathematical Software,#1f77b4
1.0967002,-5.925267,Advanced Drug Delivery Reviews,#2ca02c
5.1867447,-6.5132947,"Cancer Immunology, Immunotherapy",#2ca02c
4.817294,-5.777994,Human Gene Therapy,#2ca02c
5.4292765,-6.269513,Molecular Medicine,#2ca02c
3.5815787,-5.900392,Gene Therapy,#2ca02c
4.5031,-5.550858,Molecular Therapy,#2ca02c
2.8769834,-4.8896937,Journal of Biomolecular Screening,#2ca02c
-12.410115,3.49822,international symposium on database applications in non traditional environments,#1f77b4
-10.22422,3.9575,Applied Informatics,#1f77b4
-7.7477164,2.4931176,Journal of Statistics and Management Systems,#2ca02c
5.8514743,5.870319,The Law Teacher,#d62728
3.3221147,-3.4279263,Science & Justice,#1f77b4
-12.482957,3.5192583,Australian Journal of Forensic Sciences,#ff7f0e
7.7566643,-7.518785,Journal of Community Hospital Internal Medicine Perspectives,#ff7f0e
7.676259,-3.0911353,The Journal of the American Osteopathic Association,#ff7f0e
6.6362753,-8.136955,Journal of Nuclear Medicine Technology,#ff7f0e
5.8914347,5.2956047,Journal of Applied Research in Higher Education,#d62728
5.985058,5.3624625,International Journal for Academic Development,#d62728
6.2535496,5.4369173,Teachers and Teaching,#d62728
-8.929208,1.0597574,IEEE Transactions on Autonomous Mental Development,#1f77b4
-7.727616,3.8220043,international conference on interactive mobile communication technologies and learning,#1f77b4
-10.54221,0.2052008,"3dtv-conference: the true vision - capture, transmission and display of 3d video",#1f77b4
-10.786541,1.0861402,international workshop on computer architecture for machine perception,#1f77b4
-9.693795,0.17022909,"eurographics, italian chapter conference",#1f77b4
-10.1014,-0.6791384,computer vision computer graphics collaboration techniques,#1f77b4
-10.280673,0.8582935,advanced concepts for intelligent vision systems,#1f77b4
4.579744,8.859456,Teaching Sociology,#d62728
-13.234626,3.4652278,international conference on parallel architectures and languages europe,#1f77b4
-13.275438,3.680915,applied cryptography and network security,#1f77b4
-13.0980835,3.5470424,Journal in Computer Virology,#1f77b4
-12.601354,3.73659,cyber security and information intelligence research workshop,#1f77b4
-2.6015244,5.202671,Contemporary Accounting Research,#d62728
-2.5539052,4.86928,Review of Accounting Studies,#d62728
-2.4348958,4.638653,Journal of Applied Corporate Finance,#d62728
4.513433,7.6368537,Journal of Intercultural Studies,#d62728
-3.0117285,7.117367,Journal of Euromarketing,#d62728
-12.280299,2.5943494,international conference on big data security on cloud,#1f77b4
8.214956,-6.6876845,American Journal of Therapeutics,#ff7f0e
6.233467,-6.351099,Current Vascular Pharmacology,#ff7f0e
5.004325,-8.569836,Gastroenterologie Clinique Et Biologique,#ff7f0e
6.980977,-8.342436,Surgical Clinics of North America,#ff7f0e
7.9067626,-9.405888,Seminars in Interventional Radiology,#ff7f0e
9.774218,-9.239943,Journal of Orthopaedic Surgery and Research,#ff7f0e
3.3957016,8.007953,The Journal of Popular Culture,#9467bd
-13.190176,3.2736862,symposium on computer arithmetic,#1f77b4
-8.789738,2.1442404,"long island systems, applications and technology conference",#1f77b4
-11.283215,2.4577737,european modelling symposium,#1f77b4
-8.421954,1.5923681,student conference on research and development,#1f77b4
-12.036266,2.5383112,networking architecture and storages,#1f77b4
-12.618949,1.4598843,ieee sarnoff symposium,#1f77b4
-3.038691,6.6052117,Behavior Analyst,#d62728
8.889861,2.8770864,Journal of Organizational Behavior Management,#d62728
1.515155,-0.74941295,The Condor,#2ca02c
1.6725258,-0.9638354,Emu,#2ca02c
1.5539765,-1.0268717,Zoo Biology,#2ca02c
1.5970262,-0.8313858,Journal of Avian Biology,#2ca02c
4.517291,8.9540825,Sociological focus,#d62728
5.613316,9.077539,Criminal Justice Review,#d62728
-10.40645,4.44297,brazilian symposium on software engineering,#1f77b4
-9.169672,-3.5636885,ifip congress,#1f77b4
-9.033782,1.0379213,Systems Analysis Modelling Simulation,#2ca02c
-6.2548656,-3.7179585,Applied Numerical Mathematics,#2ca02c
-10.541451,1.105231,international conferences on info tech and info net,#1f77b4
9.315742,-3.8188357,Journal of Paramedic Practice,#ff7f0e
0.188656,-5.794136,Colloids and Surfaces A: Physicochemical and Engineering Aspects,#2ca02c
0.13515593,-6.672999,Chemistry international,#2ca02c
-11.774676,1.1363419,Bell Labs Technical Journal,#1f77b4
9.922829,1.911757,Augmentative and Alternative Communication,#d62728
9.8077345,1.9711607,Aphasiology,#d62728
-7.5605755,5.0262856,Assistive Technology,#1f77b4
-8.125315,1.754627,IEEE Reviews in Biomedical Engineering,#1f77b4
-3.3629334,0.89760995,Promet-traffic & Transportation,#1f77b4
0.03001276,-7.0629435,Synthesis,#2ca02c
-5.2063003,3.7119648,Yugoslav Journal of Operations Research,#2ca02c
10.896268,0.25419205,Brain Sciences,#d62728
9.420099,-0.14830258,Addiction Biology,#d62728
10.524142,1.9557024,Developmental Psychobiology,#d62728
9.189182,-1.7573922,International Journal of Osteopathic Medicine,#ff7f0e
9.891216,-2.037092,Physiotherapy Canada,#ff7f0e
